Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
NUVASIVE,8100,8100,8100,8100,8100,8100,8100,6600,8100,5400,5400,8100,6600,8100,12100,8100,8100,8100,8100,8100,8100,6600,8100,9900
NABORS,8100,8100,9900,12100,12100,9900,12100,12100,12100,9900,9900,9900,8100,8100,8100,6600,6600,6600,6600,5400,4400,4400,3600,4400
SOUTHWESTERN ENERGY,6600,6600,6600,6600,6600,6600,6600,8100,12100,8100,9900,12100,9900,12100,9900,6600,6600,8100,8100,8100,8100,6600,8100,18100
COOPER TIRE,6600,8100,6600,6600,6600,6600,8100,8100,9900,9900,6600,8100,8100,8100,8100,6600,6600,6600,8100,8100,9900,8100,6600,8100
ACI WORLDWIDE,5400,5400,4400,4400,4400,4400,4400,5400,5400,4400,3600,5400,5400,5400,5400,4400,5400,5400,5400,5400,5400,4400,3600,5400
BRINKER INTERNATIONAL,12100,12100,12100,9900,9900,9900,8100,8100,8100,6600,6600,8100,8100,9900,8100,8100,8100,9900,9900,9900,9900,8100,8100,12100
BANKUNITED,9900,9900,9900,9900,9900,9900,9900,9900,9900,8100,8100,9900,9900,9900,9900,8100,9900,9900,9900,8100,9900,9900,9900,9900
AMC NETWORKS,6600,6600,2900,2900,2900,2900,2900,2900,6600,2900,2400,2900,3600,3600,3600,3600,3600,3600,6600,8100,12100,9900,8100,8100
TYLER TECHNOLOGIES,6600,8100,8100,6600,6600,8100,8100,8100,8100,6600,6600,8100,8100,8100,8100,8100,8100,9900,8100,9900,12100,8100,8100,9900
SINCLAIR BROADCAST GROUP,5400,6600,5400,6600,6600,8100,8100,8100,8100,6600,6600,8100,8100,9900,9900,8100,8100,8100,18100,9900,5400,6600,8100,12100
ELLIE MAE,5400,5400,9900,5400,5400,5400,6600,6600,6600,5400,5400,33100,6600,6600,6600,8100,8100,8100,8100,8100,8100,8100,8100,9900
WORLD FUEL SERVICES,4400,4400,4400,3600,5400,4400,3600,3600,3600,2900,2900,4400,4400,4400,5400,4400,6600,5400,5400,4400,5400,4400,4400,5400
TERADYNE,5400,4400,5400,4400,3600,4400,3600,4400,4400,3600,3600,4400,4400,4400,4400,5400,4400,4400,4400,3600,4400,3600,3600,5400
MYRIAD GENETICS,9900,9900,9900,9900,8100,8100,8100,8100,8100,6600,6600,8100,8100,8100,8100,6600,6600,6600,6600,6600,6600,5400,5400,6600
REGAL BELOIT,4400,4400,4400,4400,5400,5400,4400,5400,5400,3600,8100,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,5400
CSRA,2400,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1900,1900,1600,1600,1900,1900,1900,1900,8100,14800,18100
NEWFIELD EXPLORATION,6600,6600,6600,5400,5400,6600,5400,6600,6600,5400,5400,8100,6600,6600,12100,9900,8100,8100,8100,6600,6600,5400,4400,5400
SEATTLE GENETICS,6600,8100,6600,6600,6600,6600,5400,6600,6600,5400,5400,6600,6600,8100,6600,6600,6600,6600,6600,6600,6600,5400,5400,6600
OUTFRONT MEDIA,0,0,0,0,0,0,0,0,2400,3600,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,5400,6600
WOLVERINE WORLD WIDE,4400,5400,5400,5400,4400,5400,5400,5400,6600,5400,5400,5400,5400,6600,6600,5400,5400,5400,6600,6600,6600,6600,5400,5400
DST SYSTEMS,6600,6600,6600,5400,5400,5400,5400,6600,6600,5400,5400,6600,8100,8100,6600,5400,5400,6600,5400,5400,5400,4400,4400,5400
JABIL CIRCUIT,3600,4400,3600,4400,4400,3600,3600,4400,4400,2900,3600,3600,3600,4400,3600,3600,4400,4400,3600,4400,3600,2900,2900,3600
EPAM SYSTEMS,1000,1600,1000,1000,1300,1300,1000,1000,1300,1300,1000,1300,1300,1300,1300,1300,1300,1600,1300,1600,1600,1600,1600,1900
CAVIUM,2900,2900,3600,3600,4400,3600,3600,4400,4400,3600,2900,3600,4400,4400,4400,4400,4400,4400,3600,3600,4400,3600,2900,3600
POST PROPERTIES,8100,8100,8100,9900,8100,9900,8100,8100,8100,8100,6600,8100,8100,8100,8100,8100,8100,8100,6600,6600,5400,5400,5400,6600
ABIOMED,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2400,4400,3600,5400,4400,4400,4400,4400,5400,4400,5400,4400,4400,5400
QUANTA SERVICES,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,3600,4400,4400,5400,5400,4400,4400,5400,5400,4400,6600,4400,3600,5400
IPG PHOTONICS,3600,3600,3600,3600,4400,5400,5400,5400,5400,4400,3600,4400,5400,5400,4400,4400,4400,4400,4400,4400,4400,4400,3600,4400
TARGA RESOURCES,4400,4400,4400,4400,6600,4400,4400,5400,9900,4400,4400,5400,5400,8100,6600,5400,6600,6600,6600,6600,6600,6600,6600,8100
AXALTA COATING SYSTEMS,1600,1900,2400,1900,2400,2400,2400,2400,2900,3600,1900,2400,2900,3600,5400,2900,2900,2400,3600,3600,3600,3600,2900,2900
CIMPRESS,10,10,10,20,30,20,320,70,170,1900,1600,1900,1900,1900,2400,1900,1900,2400,2900,2900,2900,2400,2400,2900
FLIR SYSTEMS,3600,3600,3600,2900,2900,3600,3600,3600,3600,2900,2900,3600,3600,3600,3600,2900,2900,3600,2900,2900,2900,2900,2900,3600
ENERGEN,3600,2900,3600,2900,2900,2900,2900,2900,3600,2900,2400,2900,3600,2900,2900,2900,2900,2900,3600,2900,2400,2900,2400,3600
ACADIA HEALTHCARE,2400,2400,2900,2400,3600,2900,2900,2900,4400,3600,3600,4400,5400,5400,5400,5400,5400,5400,6600,8100,6600,6600,5400,8100
HEALTHCARE SERVICES GROUP,5400,6600,5400,4400,5400,5400,5400,5400,6600,4400,5400,8100,6600,5400,6600,5400,5400,5400,5400,5400,6600,6600,5400,8100
SKECHERS USA,590,720,880,720,720,880,1000,1300,1600,1600,1600,1300,880,1600,1600,1300,720,880,1600,1900,1900,880,720,720
PBF ENERGY,2400,2900,3600,4400,2900,2900,3600,2900,3600,2900,2900,2900,2900,2900,2900,2900,8100,4400,4400,5400,9900,5400,4400,5400
ROWAN COMPANIES,4400,4400,5400,5400,5400,5400,4400,4400,4400,3600,4400,5400,4400,4400,4400,3600,3600,4400,4400,3600,3600,2900,2900,3600
WESTERN REFINING,4400,5400,5400,5400,4400,4400,5400,5400,5400,4400,4400,6600,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,5400
BROWN and BROWN,6600,6600,6600,6600,6600,6600,6600,6600,6600,5400,5400,6600,6600,6600,6600,5400,6600,5400,5400,4400,4400,3600,3600,4400
SUN COMMUNITIES,2900,4400,3600,3600,3600,4400,5400,4400,4400,4400,4400,5400,5400,5400,5400,5400,5400,5400,6600,5400,5400,4400,4400,5400
CACI INTERNATIONAL,2900,2900,3600,2900,3600,3600,3600,3600,3600,2900,2900,3600,2900,3600,3600,3600,3600,4400,4400,3600,4400,3600,4400,5400
VISTA OUTDOOR,20,30,10,20,10,20,390,480,480,480,590,1300,5400,4400,3600,4400,4400,5400,5400,4400,4400,4400,4400,6600
JANUS CAPITAL,1600,1600,1300,1300,1300,1600,1300,12100,5400,2900,2900,3600,2400,2400,2900,2400,2900,3600,2400,2900,2900,2400,2400,2900
LIVE NATION ENTERTAINMENT,1600,1900,1900,1900,1600,1900,1900,1900,2400,2400,1900,2400,2400,4400,3600,2900,3600,3600,3600,3600,2900,2900,2400,2900
GATX,2400,2900,2900,2900,2900,2900,2900,2900,2900,2400,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,1900,2900
FOSSIL GROUP,590,880,720,720,720,720,720,1000,1000,1300,720,880,1600,1300,1300,1600,1600,1300,1600,1600,1600,2900,1600,1600
PARAMOUNT GROUP,720,880,880,880,880,1300,1600,1600,1000,4400,1300,1000,1300,1600,1300,1300,1300,1000,1300,1000,1300,1000,1300,1300
OPKO HEALTH,4400,3600,3600,2900,2900,2400,3600,2400,1900,2400,4400,3600,5400,2900,2400,2900,6600,2900,3600,3600,2900,2900,2400,2400
ROYAL GOLD,1600,1600,1600,1300,1000,1300,1000,880,1300,1000,1000,1300,1000,1000,1000,1000,880,1300,1300,1000,1000,1600,1000,1600
FEDERATED INVESTORS,4400,4400,4400,3600,4400,4400,4400,4400,4400,3600,3600,4400,4400,4400,4400,3600,3600,4400,3600,3600,4400,3600,3600,4400
RAYONIER,4400,4400,4400,6600,6600,5400,4400,4400,4400,6600,4400,4400,3600,4400,3600,4400,5400,3600,3600,2900,2900,2900,2400,2900
J2 GLOBAL,2900,2900,2400,2400,2400,2900,2400,2400,2400,1900,2900,2900,2900,2900,2900,2400,2400,2400,2400,2400,2400,2400,2400,2900
FLOWERS FOODS,3600,3600,3600,5400,3600,3600,3600,3600,3600,3600,2900,3600,3600,3600,3600,3600,3600,3600,5400,4400,4400,3600,3600,4400
LOUISIANA PACIFIC,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2900,2900,2900,2400,2900,2900,2400,2400,2400,1900,1900,2400
ULTRAGENYX,2900,2400,2400,1600,1900,1900,1900,1900,1900,1900,1900,2900,2900,2900,3600,2900,2900,4400,3600,3600,4400,2900,2900,4400
CST BRANDS,2400,2900,2900,2400,2400,2400,4400,2900,2900,3600,2900,3600,3600,3600,2900,2900,2900,2900,3600,3600,2900,4400,4400,4400
DRIL QUIP,2900,2400,2400,2400,2400,2400,2400,2400,2400,1900,1900,2400,2400,2400,2400,1900,2400,2400,2400,2400,1900,1600,1300,1900
COMPASS MINERALS,1900,1600,1600,1300,1600,1900,1600,1900,2400,2400,1900,2400,2400,2900,2400,2400,2400,2400,2400,2900,2900,2900,2900,2900
OLD DOMINION FREIGHT LINE,2400,4400,5400,3600,2900,2900,2400,2400,2400,1900,2400,2900,2900,3600,3600,3600,3600,4400,4400,3600,3600,2900,2900,4400
PDC ENERGY,3600,4400,4400,3600,2900,3600,3600,3600,3600,2900,2900,3600,3600,3600,3600,3600,3600,3600,4400,3600,3600,3600,3600,3600
BIO RAD LABORATORIES,1600,1600,1600,1600,1600,1600,1600,1900,1900,1900,1300,1600,1600,1900,1900,1600,1900,1900,1900,1900,1900,1900,1600,1900
THOR INDUSTRIES,2900,3600,3600,2900,3600,2900,2900,2900,2900,2400,2900,3600,2900,3600,3600,2900,3600,3600,3600,4400,2900,2900,2900,2900
LITHIA MOTORS,2900,2900,2900,2400,4400,2900,2900,2900,4400,2900,2900,3600,3600,3600,3600,3600,3600,4400,3600,4400,3600,2900,2900,3600
ASPEN TECHNOLOGY,2900,2400,2400,2400,1900,2400,2400,2400,2400,1900,1900,2400,2400,2400,2400,2900,2400,2900,2400,2400,2400,2400,2400,2900
AMSURG,1900,1900,2400,4400,4400,3600,2900,2900,2900,2400,1900,2900,2900,2900,2900,2900,2900,2900,3600,3600,6600,4400,2900,3600
CYRUSONE,1900,1900,2400,1900,2400,2400,2400,2400,2400,1900,1900,2400,2400,2400,2900,2400,2900,2900,2900,2400,2400,2900,2400,3600
SOUTHERN COPPER,880,880,720,720,590,880,720,720,720,590,590,880,720,720,1000,720,590,880,880,720,720,480,590,720
GENESEE and WYOMING,2900,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,4400,4400,4400,3600,2900,2900,3600,3600,2900,2900,2400,2400,3600
MONRO MUFFLER BRAKE,880,1300,1300,1300,1300,1600,1600,1000,1000,1300,1000,1300,1300,1900,2900,4400,5400,4400,3600,3600,3600,3600,2900,3600
CLARCOR,1900,2400,2400,2400,2400,2400,1900,2400,2400,1900,1900,2400,2400,2900,2400,2400,2900,2400,2400,2400,2400,2400,1900,2900
POST HOLDINGS,2400,1900,3600,2400,1900,1600,2900,1900,2900,2400,1600,4400,2900,2400,2400,4400,2400,2400,3600,2900,2400,2900,2400,1900
PANDORA MEDIA,1300,1300,2900,2400,1000,1300,1000,1300,1600,1300,1300,1900,1900,1900,1900,1600,1300,1300,1300,1300,1900,1600,1600,2900
NATIONAL FUEL GAS,3600,3600,3600,3600,2900,3600,3600,2900,3600,2900,2900,3600,2900,3600,3600,2900,2900,2900,2900,2900,2900,2900,2900,3600
PAREXEL INTERNATIONAL,1000,1000,1000,1000,1300,1300,1000,1300,1300,1000,1000,1300,1000,1300,1300,1000,1300,1300,1000,1000,1000,1000,1000,1300
TUPPERWARE BRANDS,590,720,590,590,590,590,590,590,590,590,480,590,590,590,720,590,480,590,480,480,590,480,390,590
VERINT SYSTEMS,1600,1900,1900,1600,2400,2400,1900,2400,2900,1900,1600,1900,1600,1900,1900,1600,1600,1600,1600,1600,1600,1000,1000,1300
GULFPORT ENERGY,3600,3600,3600,4400,2900,2900,3600,2400,2900,2900,2400,2900,3600,2900,3600,2900,3600,2900,2900,2400,2400,2900,1900,2400
BURLINGTON STORES,590,1000,1000,1000,1000,1300,1300,1600,1600,2400,2400,1600,1600,2400,1900,2400,1900,1900,2900,2900,2900,2900,3600,2900
WESCO INTERNATIONAL,1000,1000,1000,2400,3600,3600,3600,3600,4400,3600,3600,3600,2900,2900,2900,1900,2400,2400,2400,1900,2400,1900,1600,1900
WELLCARE HEALTH PLANS,1900,1900,1900,1900,1900,2400,1900,1900,2400,1900,1900,2400,2400,2400,2400,1900,2400,2400,2400,2900,2900,2900,2900,3600
LIVANOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,260,140,260,1900,1900,1300,1900
MEDIDATA SOLUTIONS,1900,1900,1900,1600,1600,1600,1300,1900,1900,1600,1600,1900,1900,1900,1900,1600,1900,1900,1900,1900,1900,1600,1600,1900
SOLERA HOLDINGS,880,720,720,1000,880,1000,1000,880,880,880,720,1000,1000,1300,1600,1600,1300,1600,2900,4400,1600,1300,1000,1300
ALNYLAM PHARMACEUTICALS,1000,1000,880,1000,880,1000,880,1000,1600,1000,1300,1600,1600,1900,1900,1600,2400,1600,1900,1600,1900,1900,1600,1900
RELIANCE STEEL,1900,1900,1900,1900,1900,1900,1900,1900,2400,1600,1900,1900,1900,2400,2400,1900,1900,2400,1900,1900,2400,1600,2400,2400
FAIR ISAAC,1600,1900,1900,1600,1600,1600,2900,1900,1600,1300,1300,1900,1600,1900,2400,1900,1600,1600,1600,1600,1600,1300,1300,1600
IMPAX LABORATORIES,1600,1600,1900,1600,1600,1900,1900,1600,2400,1600,1300,1900,1600,2400,1900,1900,1900,1900,1900,2400,1900,1600,1600,2400
ENERGIZER HOLDINGS,1300,1600,2400,1900,1600,1600,1600,1600,1600,1600,1300,1600,1900,1900,2400,1900,2400,2900,1600,1300,1300,1000,880,1000
NORTHSTAR REALTY FINANCE,1900,1900,2900,2400,1900,2400,2400,2400,1900,1900,2400,1900,1900,2400,1900,1900,1900,1600,1900,1600,1900,2900,1900,2900
BRIGHT HORIZONS FAMILY SOLUTIONS,1300,1600,1300,1300,1300,1600,1600,1600,1600,1300,1300,1600,1600,1900,1900,1900,1900,1600,1900,1900,1900,1600,1600,1900
INTEGRATED DEVICE TECHNOLOGY,1300,1300,1000,1000,1300,1300,1300,1600,1600,1000,880,1000,1600,1300,1300,1600,1600,1600,1600,1300,1300,1600,1000,1300
ASSURED GUARANTY,2400,1900,1600,1600,1900,2400,1600,1600,1600,1600,1900,1600,1900,1900,1900,1900,2900,2400,1900,1600,1600,1600,1600,1600
PROASSURANCE,1900,1900,1900,1900,1900,1900,1900,1900,2400,1600,1600,1900,1900,1900,2400,2400,2400,2400,2400,2400,2400,1900,1900,1900
BIO TECHNE,0,0,0,0,0,720,720,720,880,880,880,1300,1300,1300,1300,1000,1300,1300,1300,1300,1600,1300,1000,1300
EURONET WORLDWIDE,480,590,590,480,320,480,390,390,590,390,390,480,590,590,720,480,480,720,590,590,590,590,480,590
ALLETE,1300,1600,1600,1300,1300,1600,1300,1600,1600,1300,1600,2400,2400,1900,1600,1600,1600,1600,1600,1300,1300,1300,1600,1900
GUIDEWIRE SOFTWARE,1000,1000,1000,1000,1000,1000,1000,1300,1300,1000,1000,1300,1300,1600,1300,1000,1000,1000,1000,1000,1000,1000,1000,1300
COMPUTER SCIENCES,590,590,590,590,480,590,590,880,720,720,590,720,720,720,590,880,1000,720,720,720,880,880,720,880
VECTOR GROUP,1000,1300,1000,1000,880,880,880,1000,880,720,720,1300,1000,1000,1000,880,1000,1000,880,1000,880,880,590,880
MONOLITHIC POWER SYSTEMS,880,880,880,720,880,880,1000,1000,1000,880,720,880,1000,1000,1000,880,1000,1000,1000,1000,1000,880,720,1000
WEST PHARMACEUTICAL SERVICES,720,720,590,720,720,720,720,880,1000,720,720,880,880,880,1000,880,880,1000,880,1000,1000,720,720,1000
EQUITY ONE,1900,1900,2400,1900,1900,1900,1600,1900,1900,1300,1300,1600,1900,2400,1900,1600,1900,1600,1600,1300,1600,1300,1300,1600
ALLEGIANT TRAVEL,1300,1300,1300,1000,1300,1000,880,1000,1000,1000,1000,1600,1600,1600,1300,1600,1600,1600,1600,1600,1600,1600,1600,2900
AMERICAN FINANCIAL GROUP,1600,1900,1600,1600,1600,1600,1600,1600,1600,1300,1300,1600,1600,1900,1900,1600,1600,1600,1600,1600,1600,1600,1300,1900
PNM RESOURCES,1600,1900,1900,1900,1600,1900,1600,1600,1600,1600,1600,1900,1600,1900,1900,1900,1900,1900,1900,1600,1600,1300,1300,1600
WATSCO,1300,1300,1300,1300,1300,1600,1300,1300,1600,1300,1000,1600,1900,1600,1900,1600,1600,1600,1600,1300,1600,1300,1000,1600
DOUGLAS EMMETT,1300,1600,1300,1300,1300,1600,1600,1600,1600,1600,1300,1900,1900,1900,1600,1600,1600,1600,1900,1600,1600,2400,1600,1900
AMERCO,1000,1000,1000,1000,880,1000,1000,1000,1000,1000,720,880,1000,1000,880,1000,880,1300,1600,1300,1300,1300,1000,1000
BALCHEM,880,1300,1900,1300,1000,1000,880,1000,1300,1000,720,1300,1000,1000,1300,1000,1300,1300,1300,1000,1000,880,720,2400
OCEANEERING INTERNATIONAL,1000,1000,1000,1000,1300,1300,1300,1300,1300,1000,1000,1000,1000,1000,1000,1300,1300,1000,1300,1000,1000,880,720,880
HIGHWOODS PROPERTIES,1600,1900,1900,1600,1600,1600,1600,1900,1600,1600,1900,1900,1600,1600,1600,1600,1900,1900,1600,1900,1900,1600,1300,1900
ANACOR PHARMACEUTICALS,720,1000,880,880,880,1300,720,720,880,720,720,720,720,1300,1000,880,1000,3600,1600,1300,1300,1000,880,1600
CANTEL MEDICAL,590,720,590,720,880,720,590,720,1300,880,720,1000,720,1000,880,720,880,880,720,1000,880,880,1000,1000
HANOVER INSURANCE GROUP,1300,1600,1300,1600,1300,1600,1300,1600,1600,1600,1300,1600,1300,1600,1600,1600,1600,1600,1600,1600,1600,1300,1300,1600
LIFEPOINT HEALTH,50,70,50,40,50,50,70,70,90,50,50,50,90,110,90,880,1300,1900,1900,1600,2400,2400,2400,3600
TELEDYNE TECHNOLOGIES,1300,1300,1600,1600,1300,1600,1300,1600,1600,1300,1300,1300,1300,1300,1300,1300,1300,1300,1000,1000,1300,1000,1000,1300
RYDER SYSTEM,1000,1000,1000,1000,1000,1000,1000,1000,1300,1000,880,1300,1000,1300,1300,1300,1300,1300,1000,1300,1600,1000,1000,1300
HAIN CELESTIAL GROUP,1000,1000,1000,1000,1000,1300,1600,1300,1300,1300,1000,1300,1300,1600,1300,1000,1000,1300,1000,1000,880,1000,880,1000
EMCOR GROUP,1000,1000,1000,1000,1000,1000,1000,1000,1300,1000,1000,1300,1300,1300,1300,1300,1000,1300,1000,1300,1300,1000,1000,1300
ZILLOW GROUP,0,0,0,0,0,0,0,0,0,0,0,0,590,720,720,590,590,880,1900,1900,1900,1600,1600,1900
APTARGROUP,720,720,720,590,720,720,480,720,720,390,480,590,590,590,720,590,720,720,590,720,720,590,480,880
MACQUARIE INFRASTRUCTURE,720,590,480,590,590,1300,590,720,1000,590,720,880,1300,1000,1000,1300,1000,880,1000,720,880,720,720,720
NORTHSTAR ASSET MANAGEMENT,170,210,320,210,320,880,590,590,720,880,720,720,880,880,1300,880,880,880,1000,880,1600,1000,1000,2400
COUSINS PROPERTIES,1300,1600,1600,1600,1600,1900,1900,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1300,1000,1600
ONE GAS,2400,1300,1300,1300,1300,1300,1600,1600,1600,1000,1000,1300,1300,1600,1300,1300,1000,1300,1300,1600,1300,1000,1000,1600
ALLIED WORLD ASSURANCE,1000,1000,1000,880,880,880,880,720,880,720,590,720,880,880,1000,720,720,880,720,880,880,720,590,880
EQUITY COMMONWEALTH,0,0,0,40,320,480,1300,1300,1600,1300,1000,1300,1600,1600,1300,1600,1600,1600,1300,1000,1300,1000,880,880
CHEMED,1000,880,1000,1000,880,1000,880,1000,1300,1000,1300,1300,1300,1300,1000,1000,1300,1600,1300,880,1300,1000,1000,1000
NEUROCRINE BIOSCIENCES,880,720,590,590,590,590,590,590,720,590,720,1300,1300,1000,880,880,1000,1000,1000,1300,1600,880,1000,1300
SENSIENT TECHNOLOGIES,880,1000,1000,880,720,880,880,720,880,720,720,880,720,880,880,720,720,1000,880,880,880,720,590,880
FULTON FINANCIAL,1300,1300,1300,1300,1600,1600,1000,1300,1300,1300,1000,1300,1300,1600,1300,1300,1600,1300,1300,1300,1300,1000,1000,1300
LIONS GATE ENTERTAINMENT,1000,1600,1000,1000,880,880,1000,1900,2400,2900,1600,880,720,720,720,590,590,590,590,590,590,880,480,590
BRIXMOR PROPERTY GROUP,1000,1000,1000,1000,1000,1000,1000,1000,1300,1000,880,1300,1000,1600,1000,1300,1600,1300,1000,1300,1300,1000,1000,1300
DANA HOLDING,480,480,590,480,480,390,390,390,480,390,390,590,390,480,480,480,390,590,390,390,480,390,390,480
AMTRUST FINANCIAL SERVICES,720,720,590,720,720,720,720,880,880,880,880,880,720,1000,880,1000,1300,1000,880,1000,1300,1000,1000,1300
SNYDERS LANCE,880,1000,1000,1000,880,880,1000,880,880,880,720,1300,1000,1000,1000,880,1000,1000,1000,1000,1600,1300,1000,1600
CNO FINANCIAL GROUP,880,880,880,720,720,880,720,880,880,720,720,880,880,880,880,1000,1000,1000,1000,1000,1000,880,880,1000
RADIAN GROUP,880,880,720,1000,880,1000,880,720,880,590,720,590,720,880,880,720,720,720,720,720,720,590,590,720
TAUBMAN CENTERS,720,880,720,720,1000,720,720,590,880,720,720,880,880,880,1600,880,880,720,880,1000,1000,1300,1300,1600
EPR PROPERTIES,720,1000,720,720,720,1000,590,880,720,1000,880,880,1900,1000,1000,880,880,880,720,720,880,1300,720,1600
EAGLE MATERIALS,1000,1000,1000,1000,1000,1000,880,1000,1600,1000,1000,1000,1300,1300,1000,1000,880,880,1300,880,1000,720,590,1300
BWX TECHNOLOGIES,110,110,110,110,90,90,90,110,110,170,110,110,140,170,210,170,480,1600,1600,1900,1600,1600,1300,1600
SPIRIT REALTY CAPITAL,1300,1600,1300,1300,1000,1000,1000,1000,1000,880,880,1000,1300,1300,1300,1000,1000,880,1000,1000,1300,1300,880,1000
URBAN EDGE PROPERTIES,0,0,0,0,0,0,0,0,0,0,390,1900,1000,1000,1300,1000,1000,880,880,1000,1000,1000,880,1300
DCT INDUSTRIAL,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,880,1000,1000,1000,1000,1300,1000,1000,1000,1000,1000,1000,720,1000
LASALLE HOTEL PROPERTIES,880,720,1000,720,720,720,720,880,880,720,880,1000,1000,880,880,720,880,1300,880,880,1300,880,590,1000
AIR LEASE,1000,1000,1300,1300,1000,1000,720,880,720,880,720,880,880,880,720,880,720,720,720,590,720,590,480,720
AVANGRID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,4400,2900
RETAIL PROPERTIES OF AMERICA,1300,1600,1300,1300,1000,1000,1000,880,1000,880,880,1000,1300,1300,1000,1000,880,1000,880,720,880,880,590,880
CARE CAPITAL PROPERTIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,1900,1300,1000,880,1000
NEW JERSEY RESOURCES,720,720,720,880,590,590,480,720,720,590,590,880,1000,1300,1000,1000,880,720,720,720,880,880,720,880
GREAT PLAINS ENERGY,880,880,880,880,880,880,880,720,880,720,720,880,880,880,880,720,720,880,880,720,880,880,720,880
QLIK TECHNOLOGIES,590,720,720,480,480,720,480,480,480,390,320,480,480,480,590,590,590,720,590,590,590,590,480,480
FIRST AMERICAN FINANCIAL,880,880,1000,720,720,880,720,720,880,590,720,880,880,1000,880,880,880,1000,880,720,720,590,590,880
PACWEST BANCORP,590,720,880,590,480,480,480,480,590,480,480,720,720,1600,880,590,590,590,590,590,720,480,480,880
SOVRAN SELF STORAGE,590,590,590,590,590,590,590,590,720,590,590,720,720,590,720,590,590,590,590,590,590,720,720,1000
WESTERN ALLIANCE,260,320,320,320,390,390,320,480,390,390,390,480,480,590,590,480,480,590,480,480,480,480,590,590
SILGAN HOLDINGS,480,390,480,390,390,480,390,390,590,320,320,390,720,880,480,390,590,720,590,480,590,480,390,480
SALLY BEAUTY HOLDINGS,390,590,590,590,480,590,390,390,480,480,390,480,480,480,480,720,590,480,480,480,480,590,480,590
MARKET AXESS,390,320,320,320,390,390,320,320,390,320,260,320,390,390,390,390,390,480,390,480,480,390,390,480
MFA FINANCIAL,720,720,720,720,590,590,720,590,590,480,480,590,590,590,590,590,480,590,720,720,590,720,590,720
LACLEDE GROUP,480,590,1600,590,720,720,720,880,590,480,480,720,720,720,720,590,590,590,590,590,720,880,720,720
WINTRUST FINANCIAL,590,590,720,590,590,720,590,590,720,480,590,720,720,880,880,720,880,720,720,590,720,590,480,720
IONIS PHARMACEUTICALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,5400
LIBERTY BROADBAND,10,50,40,210,70,320,210,260,480,1300,1300,1000,590,720,720,1300,720,390,390,390,390,480,260,320
HERTZ GLOBAL HOLDINGS,480,590,480,390,720,390,590,590,480,590,390,590,480,390,480,480,480,880,480,390,390,390,320,390
CHIMERA INVESTMENT,480,480,390,320,390,390,320,320,390,390,320,480,480,480,880,480,720,590,590,590,480,480,590,480
G III APPAREL GROUP,320,320,320,260,320,320,320,390,390,390,390,390,320,320,320,320,590,390,480,480,590,590,590,720
WGL HOLDINGS,880,880,590,590,590,590,720,590,720,720,720,720,880,880,590,590,590,590,590,480,590,720,480,720
RYMAN HOSPITALITY PROPERTIES,590,720,590,590,590,480,480,480,480,390,390,480,590,590,720,590,590,590,720,590,720,720,480,720
OLD REPUBLIC INTERNATIONAL,480,590,590,480,480,590,590,590,590,390,480,590,590,590,720,590,590,590,590,480,590,590,480,590
UMB FINANCIAL,480,480,590,480,480,590,590,480,590,480,880,720,720,720,720,590,720,590,590,590,590,590,480,590
HAWAIIAN HOLDINGS,260,390,390,320,320,320,210,170,260,320,480,1000,1000,720,720,480,320,480,260,210,720,480,320,590
B AND G FOODS,480,480,720,590,480,480,390,390,480,480,390,480,480,590,480,480,480,480,590,1300,590,590,480,720
SUNSTONE HOTEL INVESTORS,390,390,390,390,480,480,480,480,480,480,390,720,590,590,480,590,480,480,480,590,590,480,720,720
GAMING AND LEISURE PROPERTIES,0,0,0,720,480,1000,590,590,590,390,320,390,480,880,590,590,480,880,390,480,480,480,590,480
