Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
COBALT INTERNATIONAL ENERGY,1900,1600,1600,1600,1600,1600,2400,1600,1900,1900,1900,2400,1900,1900,1600,1600,1900,1600,2400,1600,1600,1300,1000,1600
OSI SYSTEMS,1300,1300,1300,1000,1000,1300,1300,1300,1300,1000,880,1000,1000,1000,1300,1000,1000,1000,1300,1000,1600,1300,1000,1600
NEXSTAR BROADCASTING,1600,2400,1900,1600,1900,1900,1600,1600,1600,1600,1600,1600,1900,2400,2400,1600,1000,1900,1900,2400,1900,1900,1600,3600
MUELLER WATER PRODUCTS,1300,1300,1300,1300,1600,1600,1600,1900,1900,1600,1600,1900,1900,1900,2400,1900,1900,1600,1900,1600,1600,1300,1300,1600
INLAND REAL ESTATE,1900,2400,1900,1900,1900,1900,1600,1900,1900,1600,1600,1900,2400,2400,2400,1900,1900,1900,1900,1600,1900,1600,2400,1900
NATUS MEDICAL,1300,1300,1300,1000,1300,1300,1300,1300,1600,1000,1300,1600,1300,1600,1600,1300,1600,1600,1600,1600,1600,1300,1600,1900
BOK FINANCIAL,1000,1300,1300,1300,1300,1300,1300,1900,1600,1300,1600,1900,1600,1900,1900,1600,1600,1900,1600,1900,1900,1600,1600,2900
MGE ENERGY,590,880,4400,1900,320,320,390,2900,2400,1300,1300,3600,2400,1300,480,1000,2400,2900,480,480,1900,4400,3600,2400
DEVRY EDUCATION GROUP,1000,1000,1000,1000,1300,1300,1300,1300,1600,1300,1300,1600,1600,1900,1900,1600,1600,1600,1600,1600,1600,1300,1300,1600
OIL STATES INTERNATIONAL,1900,1900,2400,2900,2900,2400,2400,2400,2400,1600,1600,2400,1600,1600,1600,1300,1600,1600,1300,1600,1600,1000,1000,1600
LEXMARK INTERNATIONAL,880,880,880,720,720,720,880,1300,880,720,720,880,880,880,1000,720,880,1000,880,1000,1000,720,720,880
G and K SERVICES,1300,1300,1600,1600,1600,1600,1600,1600,1900,1600,1300,1600,1600,1900,1600,1600,1900,1600,1900,1900,1900,1300,1000,1600
OXFORD INDUSTRIES,1000,1300,1300,1000,1300,1000,1000,1300,1300,880,1000,1600,1300,1600,1900,1600,1600,1300,1600,1600,1300,1300,1300,1600
SILICON LABORATORIES,880,1000,1000,880,880,880,880,880,880,590,480,590,720,880,720,590,720,720,590,590,590,480,390,480
JOHN BEAN TECHNOLOGIES,720,880,720,590,590,590,590,720,880,720,590,720,720,720,880,880,1000,880,880,1000,1000,880,880,1000
CABOT MICROELECTRONICS,1000,1000,1000,1000,1300,1300,880,880,1000,880,880,1000,1000,1300,1300,1000,1300,1300,1300,1600,1600,1000,1000,1300
LIGAND PHARMACEUTICALS,1600,1300,1000,1000,880,1000,1300,1000,1300,880,720,880,1000,1300,1300,1600,1600,1600,1300,1000,1000,1300,1300,1000
BEACON ROOFING SUPPLY,1000,1000,1000,1000,1000,1000,1000,1300,1600,1000,880,1000,1000,1000,1300,1000,1300,1900,1600,1600,1600,1300,1600,1600
HUDSON PACIFIC PROPERTIES,720,880,880,880,880,880,880,720,880,880,2400,1600,1300,1600,1900,1600,1600,1600,1600,1600,1600,1600,1300,1600
SEMGROUP,1000,1300,1000,1300,1000,1300,1300,1300,1300,1300,1300,1600,1600,1600,1300,1300,1300,1000,1300,1000,1000,1000,1000,1300
ZILLOW GROUP,0,0,0,0,0,0,0,0,0,0,0,0,590,720,720,590,590,880,1900,1900,1900,1600,1600,1900
DECKERS OUTDOOR,1900,1600,1600,1900,1900,1600,1600,1900,1900,1600,1900,1900,1600,1300,1000,1300,1000,880,880,1000,1300,1300,1900,1300
PS BUSINESS PARKS,1600,1600,1600,1600,1300,1300,1300,1300,1300,1000,1000,1600,1600,1600,1600,1600,1600,1600,1600,1300,1600,1300,1300,1600
SOUTH JERSEY INDUSTRIES,1000,1300,1300,1300,1000,1000,1000,1300,1000,1000,1000,1300,1600,1600,1600,1600,1300,1300,1600,1600,1600,1300,1000,1600
PARKWAY PROPERTIES,1600,1600,1900,1600,1300,1300,1300,1900,1900,1300,1300,1900,1600,1600,1300,1300,1600,1600,1300,1000,1300,1300,1000,1300
PENNSYLVANIA REAL ESTATE,1600,1600,1600,1300,1300,1600,1600,1600,1600,1300,1300,1600,1300,1300,1300,1300,1300,1600,1600,1300,1300,1000,1000,1600
AIRCASTLE,720,720,720,720,590,590,590,590,720,590,720,720,880,720,720,880,880,720,720,590,590,590,480,590
UNIVERSAL DISPLAY,1000,880,880,1000,1000,720,1000,1000,880,880,590,1000,880,1000,880,1300,880,720,720,590,720,1000,880,720
STILLWATER MINING,1000,1600,1600,1300,1600,1600,1000,1300,1000,1000,880,1000,1000,1000,1000,880,1000,1000,1000,1000,720,590,720,880
STAG INDUSTRIAL,880,880,880,880,720,880,720,880,1300,880,720,720,880,1000,1300,1000,1300,1300,1000,880,1300,880,880,1300
DYCOM INDUSTRIES,720,720,590,720,720,720,720,880,880,880,720,880,1000,880,880,880,880,1000,1000,1300,1300,1300,1000,1000
ELECTRONICS FOR IMAGING,880,1000,880,720,720,720,590,880,6600,880,720,880,720,720,720,590,590,1000,720,720,720,720,480,720
ENSTAR GROUP,590,590,590,590,590,590,1000,880,720,590,480,720,590,720,590,720,720,720,720,720,720,590,720,720
OTTER TAIL,590,590,590,720,590,720,590,590,720,720,720,880,720,880,880,1000,880,1000,1000,1000,1000,1000,1000,1000
NETSCOUT SYSTEMS,590,720,590,590,590,720,720,720,1600,720,590,720,590,720,720,720,720,880,720,720,720,590,590,720
SUPER MICRO COMPUTER,480,390,480,390,390,480,480,480,720,480,480,720,720,720,880,880,880,720,590,720,720,480,480,720
M D C HOLDINGS,1300,1000,1000,1000,880,1000,880,1000,1000,880,880,1000,1000,1000,1000,1300,1000,880,1000,880,1000,880,1000,1600
CSG SYSTEMS,1000,1000,880,880,880,880,1000,880,880,590,590,720,720,880,720,720,720,720,1900,880,880,880,720,720
ESCO TECHNOLOGIES,1000,1000,880,880,720,720,720,720,880,590,590,880,880,880,880,880,880,880,880,720,880,880,590,880
HMS HOLDINGS,720,880,1000,880,720,880,880,880,880,880,720,1000,1000,1000,1000,880,880,1000,1300,880,880,880,880,1000
STORE CAPITAL,720,720,880,720,720,880,880,1000,880,8100,1300,1600,1000,1000,1300,1300,1000,1000,1000,1000,1000,1000,880,1000
THERAPEUTICSMD,590,1000,590,590,720,1300,880,880,880,720,590,720,880,880,1600,720,880,880,880,880,880,720,1900,1300
SEACOR HOLDINGS,720,880,880,720,880,1000,880,880,1000,720,720,880,1000,1000,1000,720,880,880,720,720,880,880,880,1000
HILLTOP HOLDINGS,880,1000,1300,1000,880,880,720,880,880,880,880,1300,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,880,1300
XENIA HOTELS,40,70,70,50,50,70,210,210,210,170,140,390,1900,1600,1000,1000,880,1000,1300,720,880,720,720,880
NORDIC AMERICAN TANKERS,170,170,320,210,320,320,320,210,260,320,390,590,590,480,590,480,480,880,390,320,480,390,320,390
CHICOS FAS,720,720,720,720,1000,880,880,880,880,720,590,880,1900,1000,880,720,880,880,880,880,1000,880,720,1000
VISHAY INTERTECHNOLOGY,590,480,480,480,480,720,480,480,480,390,390,480,590,590,590,480,590,590,590,480,590,480,480,590
TOPBUILD,20,20,20,20,30,10,20,40,10,10,20,20,30,320,260,390,1300,1600,880,720,590,590,480,720
MINERALS TECHNOLOGIES,1000,1600,880,880,590,590,590,590,880,590,480,720,590,590,880,590,720,720,720,720,720,590,590,720
HRG GROUP,40,40,30,30,20,30,30,20,30,30,40,50,50,320,880,880,880,720,720,720,880,1000,720,880
HALOZYME THERAPEUTICS,590,590,880,590,590,880,590,720,720,480,480,1000,590,880,720,720,1000,720,720,720,720,720,480,720
NXSTAGE MEDICAL,880,880,880,720,720,880,880,720,720,720,720,880,880,880,720,720,720,880,880,880,880,880,720,880
ORMAT TECHNOLOGIES,390,480,480,480,480,320,390,390,390,480,390,390,590,590,480,480,390,480,480,390,480,390,390,480
APOGEE ENTERPRISES,590,590,720,590,590,480,590,880,720,590,720,720,720,880,1000,720,880,720,720,880,720,720,720,720
GRAHAM HOLDINGS COMPANY,880,1300,590,590,590,590,590,590,880,590,480,480,590,590,590,590,590,590,590,480,590,590,480,590
MASONITE INTERNATIONAL,320,320,320,320,320,320,390,320,320,320,320,390,390,480,480,590,590,590,590,480,590,480,590,590
ESTERLINE TECHNOLOGIES,480,590,480,480,480,480,480,480,480,320,480,480,480,590,590,480,720,480,480,480,590,590,480,480
ALEXANDER and BALDWIN,880,1000,880,880,720,720,720,720,880,720,590,720,720,880,720,720,880,720,720,720,720,720,590,1300
ZIOPHARM ONCOLOGY,260,390,390,320,320,390,320,260,320,260,320,1000,720,880,590,480,720,590,480,590,480,480,480,390
PARK NATIONAL,590,590,720,590,590,720,590,590,720,590,720,720,720,720,720,590,720,720,720,720,720,720,880,720
COMMVAULT SYSTEMS,480,480,590,480,480,480,480,480,480,320,320,390,320,320,320,320,320,390,320,390,320,260,260,320
ANIXTER INTERNATIONAL,880,480,590,480,480,590,590,480,480,390,390,590,590,480,480,390,480,720,480,480,590,390,320,480
DELEK US HOLDINGS,480,480,480,590,390,480,480,480,480,390,390,480,590,590,590,590,720,590,720,720,590,590,590,720
PATTERN ENERGY GROUP,320,320,260,390,480,390,390,320,390,320,320,590,480,390,590,390,480,590,480,480,480,390,390,480
LIBERTY BROADBAND,10,50,40,210,70,320,210,260,480,1300,1300,1000,590,720,720,1300,720,390,390,390,390,480,260,320
TESSERA TECHNOLOGIES,480,480,390,390,320,480,390,390,480,480,390,590,720,720,590,590,590,480,480,480,480,390,320,390
LANCASTER COLONY,720,720,590,590,590,590,590,480,590,590,480,590,480,720,720,480,590,480,590,590,720,590,590,720
SHIP FINANCE INTERNATIONAL,320,320,210,260,260,140,260,320,210,170,390,260,260,260,210,260,260,260,320,210,260,320,320,390
INTRA CELLULAR THERAPIES,390,320,260,210,210,170,210,170,210,260,260,210,390,480,390,320,390,480,390,1300,480,390,390,480
DREW INDUSTRIES,590,590,590,480,480,590,590,480,590,390,320,480,590,590,590,590,480,480,590,480,480,480,390,480
AMERICAN STATES WATER,720,720,590,590,480,590,590,480,480,390,390,590,480,480,720,480,480,480,590,480,590,590,480,720
TENNANT CO,390,390,480,390,320,320,320,320,320,260,210,480,480,480,390,390,590,480,480,390,480,390,480,480
ADVANCED ENERGY INDUSTRIES,480,390,480,590,590,480,590,480,480,390,390,480,590,390,390,390,480,480,390,390,390,320,390,480
CASH AMERICA INTERNATIONAL,480,590,590,480,480,720,720,590,590,720,480,590,590,590,480,590,590,590,880,480,480,390,320,480
LTC PROPERTIES,390,390,320,390,390,480,390,480,590,390,390,590,480,480,480,480,590,480,480,480,480,480,480,480
INTERNATIONAL SPEEDWAY,390,390,390,390,390,590,480,320,320,320,260,390,480,480,590,390,480,590,480,480,390,320,320,590
CYS INVESTMENTS,720,720,590,720,720,720,720,720,720,590,590,480,590,590,590,320,480,590,320,390,480,320,320,320
WRIGHT MEDICAL GROUP,390,320,320,260,210,260,260,260,880,320,320,390,390,320,320,390,320,320,210,390,720,480,320,390
FIRST CASH FINANCIAL SERVICES,390,480,390,390,390,480,390,480,390,390,390,480,480,480,480,390,590,480,590,480,480,390,320,390
AMERICAN AXLE and MANUFACTURING,320,320,320,260,260,260,320,480,480,320,320,480,390,480,390,390,390,390,390,590,480,390,320,590
EASTGROUP PROPERTIES,320,320,480,320,390,390,320,320,480,260,320,480,480,390,480,390,480,480,390,390,480,390,320,480
BJS RESTAURANTS,390,480,480,480,480,480,390,390,390,390,390,390,390,390,390,480,480,480,480,480,480,480,480,480
KAPSTONE PAPER and PACKAGING,260,260,210,210,320,320,320,260,320,260,260,390,320,320,260,390,320,390,320,480,390,480,320,480
CALIFORNIA WATER SERVICE GROUP,320,320,260,320,260,260,260,260,260,260,260,260,260,480,590,320,480,390,210,260,320,210,210,320
MONOGRAM RESIDENTIAL,20,20,70,50,170,390,390,390,320,480,480,590,480,390,390,390,390,480,480,390,480,390,390,390
SIMPSON MANUFACTURING,480,320,390,320,260,390,320,320,390,390,210,320,320,390,390,320,390,320,320,320,390,320,210,390
FIRST FINANCIAL BANCORP,260,260,260,210,210,210,260,260,260,210,260,210,210,210,260,390,320,390,390,390,210,210,320,390
BOFI HOLDING,210,320,260,110,110,140,140,140,140,140,170,170,140,110,110,90,110,110,260,140,880,390,170,170
ASTORIA FINANCIAL,170,210,210,170,170,210,170,210,210,210,170,170,210,210,170,140,210,210,390,210,1300,480,260,260
HATTERAS FINANCIAL,480,390,390,390,390,390,260,260,320,320,260,260,480,590,480,320,480,320,210,210,320,210,210,260
OLD NATIONAL BANCORP,210,260,320,210,320,320,320,320,260,210,170,260,260,320,260,210,260,260,260,170,260,210,210,390
PROVIDENT FINANCIAL SERVICES,170,170,140,140,210,140,90,170,170,140,110,140,140,210,170,140,170,210,210,210,210,140,110,110
INVESCO MORTGAGE CAPITAL,390,320,320,320,390,320,260,390,320,390,260,260,320,390,320,260,260,260,480,260,210,260,210,260
SELECTIVE INSURANCE GROUP,320,390,390,320,320,320,320,320,320,260,260,320,260,390,320,260,320,320,260,210,320,210,210,320
PAYCOM SOFTWARE,30,260,880,210,110,170,140,140,110,210,140,480,260,260,170,320,260,210,260,260,260,320,170,210
CAPSTEAD MORTGAGE,320,320,320,260,260,320,210,320,260,260,210,320,260,320,260,210,260,320,260,260,320,260,210,320
TFS FINANCIAL,170,170,210,210,210,210,210,170,210,170,210,260,260,210,260,260,260,320,260,260,260,320,320,390
BLACKHAWK NETWORK HOLDINGS,390,390,590,320,320,260,170,320,320,260,210,170,260,260,260,210,210,210,320,140,260,260,170,170
NATIONAL PENN BANCSHARES,210,260,320,210,260,170,170,170,170,170,170,210,170,260,170,140,140,170,880,210,170,170,140,170
MIMEDX GROUP,140,320,210,260,170,170,210,210,260,210,260,260,210,260,210,210,260,210,170,140,210,260,140,210
SABRA HEALTHCARE,210,170,210,210,210,210,170,320,320,210,170,210,210,210,210,210,320,210,210,210,260,390,210,210
VONAGE HOLDINGS,260,260,170,210,210,260,210,170,480,170,140,260,210,260,320,390,210,210,210,140,140,140,170,170
SHENANDOAH TELECOMMUNICATIONS,170,260,210,210,170,170,170,170,140,170,170,140,210,170,170,260,170,210,480,260,260,260,170,260
MERCURY GENERAL,320,260,260,260,260,260,320,320,260,320,210,260,320,260,320,260,210,210,170,140,140,140,140,140
EXLSERVICE HOLDINGS,50,70,70,70,70,70,70,70,90,70,50,90,210,140,140,140,210,210,210,170,210,170,140,210
TRI POINTE GROUP,0,0,0,0,0,0,0,0,0,0,0,0,90,140,210,260,170,260,260,210,210,260,210,390
TEXAS CAPITAL BANCSHARES,170,170,210,170,170,210,140,140,170,210,170,320,210,140,210,140,210,210,320,210,210,170,170,260
SIMMONS FIRST NATIONAL,480,260,880,390,260,320,210,210,320,260,210,170,210,210,210,210,320,260,210,210,260,210,210,210
DEAN FOODS CO,170,110,110,140,110,90,90,110,90,110,70,90,110,70,110,110,90,210,170,90,90,90,70,90
AMN HEALTHCARE SERVICES,110,170,110,140,110,110,110,140,140,110,140,170,110,170,140,170,210,210,210,210,320,170,140,210
FIRST FINANCIAL BANKSHARES,140,170,260,170,210,170,210,170,210,210,170,260,210,210,260,210,210,210,210,210,210,260,170,210
MACK CALI REALTY,260,210,170,170,170,210,170,170,210,170,170,210,210,170,210,210,260,260,210,260,210,210,170,210
COMMUNITY BANK SYSTEM,210,260,260,260,210,210,260,210,260,170,170,210,260,170,210,140,170,210,140,170,170,140,170,210
AMERIS BANCORP,90,110,110,110,90,140,110,110,140,110,140,210,140,170,170,140,140,140,110,140,260,110,110,170
THIRD POINT REINSURANCE,210,140,110,170,140,170,170,140,170,140,140,210,170,210,170,140,140,140,170,110,110,140,110,140
INFINITY PROPERTY and CASUALTY,170,210,260,260,260,210,260,210,170,210,140,170,260,210,210,210,170,140,260,260,170,170,140,170
ATLAS AIR WORLDWIDE HOLDINGS,140,110,110,90,110,110,110,90,110,90,90,140,140,90,140,170,170,140,110,110,140,140,140,170
BERKSHIRE HILLS BANCORP,140,140,210,140,170,260,140,140,140,210,110,170,170,170,210,210,210,170,170,140,170,210,170,170
TERRENO REALTY,170,210,210,260,210,210,170,110,210,170,170,260,260,260,260,210,170,210,170,170,170,140,110,140
LIBERTY TRIPADVISOR,10,10,10,20,20,40,170,210,210,140,90,170,260,110,110,210,210,140,140,70,140,170,90,110
AMERICAN EQUITY INVESTMENT LIFE,170,170,170,170,210,170,170,210,140,170,140,210,170,260,210,170,170,170,210,170,170,170,140,170
UNITED COMMUNITY BANKS,140,140,90,140,140,140,110,140,110,110,110,210,210,170,210,140,210,170,170,110,170,140,140,140
SELECT MEDICAL HOLDINGS,140,140,140,170,140,90,170,140,110,110,90,110,110,590,210,140,170,140,110,90,140,90,90,170
COMMERCIAL METALS CO,90,110,90,90,110,90,90,90,110,90,110,140,140,140,170,170,140,140,140,90,110,70,110,110
UNION BANKSHARES,70,50,90,110,110,170,140,140,140,90,110,170,140,210,170,170,210,170,140,110,170,140,90,170
STEPAN CO,110,90,140,140,110,140,110,90,110,110,110,140,140,170,140,110,170,110,140,90,110,90,90,90
ESSENT GROUP,210,140,140,170,110,140,170,170,110,320,110,110,140,140,170,110,140,110,210,90,90,110,90,170
NORTHWEST BANCSHARES,110,90,170,90,110,110,70,90,110,50,260,140,140,140,170,90,140,210,260,140,140,140,90,170
NBT BANCORP,170,170,210,140,140,170,140,140,170,140,110,170,170,140,170,140,140,170,140,140,170,110,170,140
AMERICAN ASSETS,170,170,210,170,170,140,170,140,170,170,140,140,140,170,260,170,140,140,140,170,140,110,110,140
TALMER BANCORP,1300,590,590,320,260,210,320,210,140,170,140,170,170,170,140,110,140,110,140,110,110,90,90,390
H B FULLER CO,90,110,90,90,110,90,90,140,90,70,70,90,90,110,70,90,110,70,90,90,70,90,70,90
CVB FINANCIAL,210,170,90,70,70,90,50,90,90,70,90,110,110,110,110,110,110,140,110,90,140,70,90,320
FLEETMATICS GROUP,70,90,70,50,90,50,70,70,70,70,50,70,70,90,70,70,70,90,70,50,70,70,70,70
EMPIRE STATE REALTY,170,170,170,170,170,170,170,140,210,170,110,170,140,210,170,140,110,140,110,110,140,110,110,110
CORESITE REALTY,110,110,110,90,90,90,90,90,110,70,70,110,140,110,140,90,110,140,110,110,170,110,90,140
BRINKS COMPANY,110,110,110,70,90,110,90,90,110,70,90,90,90,110,70,90,90,90,110,90,90,90,90,90
EAGLE BANCORP,140,140,170,110,260,170,140,170,170,140,110,140,110,140,140,110,170,170,140,110,140,140,90,110
COLUMBIA BANKING SYSTEM,90,90,90,90,110,260,140,110,140,110,90,110,110,140,210,110,140,140,110,70,110,90,90,140
ARMOUR RESIDENTIAL,170,140,140,110,90,90,110,70,110,90,70,110,110,70,90,50,90,90,70,70,70,50,40,50
COLUMBIA SPORTSWEAR CO,70,70,70,70,70,70,70,70,90,110,90,90,70,90,90,50,50,50,90,70,70,50,90,50
GREAT WESTERN BANCORP,10,10,10,10,10,10,30,70,390,140,70,90,50,70,170,90,70,140,90,70,70,70,140,110
J J SNACK FOODS,170,110,170,90,50,70,70,90,110,90,70,110,110,110,110,110,110,140,110,110,140,140,110,170
LEXINGTON REALTY,90,110,90,110,140,110,110,140,110,90,110,140,110,140,110,170,140,90,110,110,110,90,70,110
BBCN BANCORP,70,90,140,70,90,90,90,110,110,70,70,90,90,70,70,70,70,90,70,70,110,90,170,110
FIRST MIDWEST BANCORP,110,90,140,110,140,170,140,90,110,90,140,110,90,90,90,90,90,110,110,90,70,110,70,110
EVERBANK FINANCIAL,110,110,90,110,110,210,140,110,110,90,90,90,90,110,90,90,110,110,90,70,110,70,70,90
YADKIN FINANCIAL,40,30,40,30,40,90,50,50,90,40,70,90,50,110,70,90,70,140,70,70,320,110,90,140
ARGO GROUP INTERNATIONAL,90,90,70,90,90,70,70,70,70,40,50,90,70,70,90,70,90,90,90,70,70,50,30,70
FIRST COMMONWEALTH FINANCIAL,140,140,140,110,110,140,110,170,110,90,110,110,90,110,110,110,140,140,110,50,50,70,50,70
TRAVELPORT WORLDWIDE,0,0,0,0,0,0,0,1300,170,90,90,70,70,70,50,50,50,40,50,70,40,140,40,50
WESCO AIRCRAFT HOLDINGS,170,170,110,110,110,140,90,110,90,140,90,90,90,70,90,70,70,70,70,50,70,90,50,50
KENNEDY WILSON HOLDINGS,0,0,0,0,0,0,50,50,50,70,40,50,70,90,70,90,50,70,90,70,70,70,40,90
LEGACYTEXAS FINANCIAL GROUP,0,0,0,0,0,0,0,0,0,0,0,0,50,70,110,70,110,90,110,90,170,90,90,140
EMPIRE DISTRICT ELECTRIC CO,50,50,40,50,50,40,50,40,50,50,50,70,110,140,140,140,90,90,70,50,40,30,70,50
CAPITOL FEDERAL FINANCIAL,140,70,90,70,110,90,70,70,70,50,50,70,70,70,90,90,110,70,90,70,70,70,70,90
INNOVIVA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,590
MICHAELS COMPANIES,30,10,20,20,260,110,70,50,50,70,50,110,50,110,70,70,70,70,90,90,70,70,90,70
INTERNATIONAL BANCSHARES,70,40,70,50,40,40,50,40,50,40,40,90,140,210,140,70,70,70,70,50,40,30,40,50
COVANTA HOLDING,90,90,50,40,70,70,40,70,70,70,50,70,70,40,70,70,50,70,40,30,70,40,50,50
PAPA JOHNS INTERNATIONAL,70,50,90,90,50,70,70,90,140,70,50,70,70,70,70,70,70,70,50,90,70,70,90,50
ARTISAN PARTNERS ASSET MANAGEMENT,140,140,110,70,90,90,40,90,90,50,50,70,110,70,70,50,50,70,70,50,70,50,40,50
SAFETY INSURANCE GROUP,70,90,90,90,70,90,50,70,140,90,70,90,70,70,70,70,70,50,70,70,50,70,50,90
TREX CO,90,50,50,50,30,40,90,40,90,40,30,40,40,50,70,50,70,70,70,50,70,50,40,50
FELCOR LODGING,70,70,70,70,50,90,70,50,70,70,40,70,70,90,90,70,70,70,70,50,50,50,40,70
CHESAPEAKE LODGING,50,50,70,70,40,50,50,70,30,40,40,70,70,90,50,70,70,50,50,50,50,50,40,140
MONOTYPE IMAGING HOLDINGS,50,40,40,30,30,40,30,20,50,40,30,40,50,50,50,50,50,30,40,40,70,30,40,30
QTS REALTY,70,30,30,50,40,70,30,50,50,40,30,50,110,40,50,90,70,70,50,40,50,50,30,30
EXAMWORKS GROUP,50,40,50,50,50,70,30,30,50,40,40,50,40,50,50,50,30,70,40,40,40,40,20,40
WD 40 CO,20,30,40,20,30,30,20,20,30,20,20,50,20,20,30,30,30,40,30,30,50,20,20,30
CHEMICAL FINANCIAL,50,90,70,40,70,50,40,30,40,40,40,90,50,40,40,50,40,50,40,30,30,40,40,210
HORACE MANN EDUCATORS,70,50,50,70,50,50,50,50,70,50,50,50,40,50,50,30,40,50,50,50,50,90,40,50
WESTAMERICA BANCORP,20,20,30,30,30,30,30,40,40,30,20,20,20,40,30,20,70,40,20,110,70,50,30,40
BENEFICIAL BANCORP,10,10,10,10,10,10,30,20,20,140,170,170,50,50,50,90,70,40,30,30,50,40,10,40
RAMCO GERSHENSON PROPERTIES,30,30,50,40,30,90,70,70,140,50,40,40,50,40,40,50,70,40,30,40,40,30,20,50
FOUR CORNERS PROPERTY,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,20,20,20,110,70,90
WSFS FINANCIAL,30,30,20,40,30,30,20,40,40,30,30,20,30,70,30,70,30,30,20,20,20,40,20,30
DIAMONDROCK HOSPITALITY CO,20,30,40,30,20,20,20,30,20,30,20,30,40,20,20,20,30,30,40,10,20,10,20,30
MATTRESS FIRM HOLDING,40,20,10,10,20,10,20,40,20,20,20,10,10,20,20,10,10,10,10,30,20,30,70,20
ONEMAIN HOLDINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,210
CBL and ASSOCIATES PROPERTIES,20,30,20,30,30,30,30,30,30,30,30,30,40,30,20,30,30,30,30,30,20,30,20,30
INTEGRA LIFESCIENCES HOLDINGS,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,10,10,10,10,20
STERLING BAN,30,40,6600,720,70,30,20,20,20,20,70,30,10,10,20,20,20,30,10,20,20,20,20,20
WASHINGTON REAL ESTATE INVESTMENT,20,10,20,20,10,30,20,10,30,20,20,20,20,10,20,20,10,10,20,10,10,10,10,20
S T BANCORP,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10
RETAIL OPPORTUNITY INVESTMENTS COR,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICIANS REALTY,,,,,,,,,,,,,,,,,,,,,,,,
FIRST CITIZENS BANCSHARES CL,,,,,,,,,,,,,,,,,,,,,,,,
NOW,,,,,,,,,,,,,,,,,,,,,,,,
IMAXORATION,,,,,,,,,,,,,,,,,,,,,,,,
APPLIED INDUSTRIAL TECHNOLOGIES IN,,,,,,,,,,,,,,,,,,,,,,,,
GCP APPLIED TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,
SELECTOME,,,,,,,,,,,,,,,,,,,,,,,,
KEARNY FINANCIAL TEST,,,,,,,,,,,,,,,,,,,,,,,,
GOVERNMENT PROPERTIESOME,,,,,,,,,,,,,,,,,,,,,,,,
LUXOFT HOLDING,,,,,,,,,,,,,,,,,,,,,,,,
AEROJET ROCKETDYNE HOLDINGS,,,,,,,,,,,,,,,,,,,,,,,,
FNFV GROUP,,,,,,,,,,,,,,,,,,,,,,,,
SCHWEITZER MAUDUIT INTERNATIONAL I,,,,,,,,,,,,,,,,,,,,,,,,
M A COM TECHNOLOGY SOLUTIONS HOLDI,,,,,,,,,,,,,,,,,,,,,,,,
SANTANDER CONSUMER USA HOLDINGS IN,,,,,,,,,,,,,,,,,,,,,,,,
FRANKLIN STREET PROPERTIES CO,,,,,,,,,,,,,,,,,,,,,,,,
